timestamp,nodes,messages,lookups,avg_lookup_ms
1763718252,1,567,566,50.00
1763718282,1,570,569,50.00
1763718312,1,573,572,50.00
1763718342,1,576,575,50.00
1763718372,1,579,578,50.00
1763718402,1,582,581,50.00
1763718432,1,585,584,50.00
1763718462,1,588,587,50.00
1763718492,1,591,590,50.00
1763718522,1,594,593,50.00
1763718552,1,597,596,50.00
1763718582,1,600,599,50.00
1763718612,1,603,602,50.00
1763718642,1,606,605,50.00
1763718672,1,609,608,50.00
1763718702,1,612,611,50.00
1763718732,1,615,614,50.00
1763718762,1,618,617,50.00
1763718792,1,621,620,50.00
1763718822,1,624,623,50.00
1763718852,1,627,626,50.00
1763718882,1,630,629,50.00
1763718912,1,633,632,50.00
1763718942,1,636,635,50.00
1763718972,1,638,637,50.00
1763719002,1,642,641,50.00
1763719032,1,645,644,50.00
1763719062,1,648,647,50.00
1763719092,1,651,650,50.00
1763719122,1,653,652,50.00
1763719152,1,657,656,50.00
1763719182,1,660,659,50.00
1763719212,1,663,662,50.00
1763719242,1,666,665,50.00
1763719272,1,669,668,50.00
1763719302,1,672,671,50.00
1763719332,1,675,674,50.00
1763719362,1,677,676,50.00
1763719392,1,681,680,50.00
1763719422,1,684,683,50.00
1763719452,1,687,686,50.00
1763719482,1,689,688,50.00
1763719512,1,693,692,50.00
1763719542,1,696,695,50.00
1763719572,1,699,698,50.00
1763719602,1,701,700,50.00
1763719632,1,705,704,50.00
1763719662,1,708,707,50.00
1763719692,1,711,710,50.00
1763719722,1,713,712,50.00
1763719752,1,717,716,50.00
1763719782,1,720,719,50.00
1763719812,1,723,722,50.00
1763719842,1,726,725,50.00
1763719872,1,729,728,50.00
1763719902,1,732,731,50.00
1763719932,1,735,734,50.00
1763719962,1,738,737,50.00
1763719992,1,741,740,50.00
1763720022,1,744,743,50.00
1763720052,1,747,746,50.00
1763720082,1,750,749,50.00
1763720112,1,753,752,50.00
1763720142,1,756,755,50.00
1763720172,1,759,758,50.00
1763720202,1,762,761,50.00
1763720232,1,765,764,50.00
1763720262,1,768,767,50.00
1763720292,1,771,770,50.00
1763720322,1,774,773,50.00
1763720352,1,777,776,50.00
1763720382,1,780,779,50.00
1763720412,1,783,782,50.00
1763720442,1,786,785,50.00
1763720472,1,789,788,50.00
1763720502,1,792,791,50.00
1763720532,1,795,794,50.00
1763720562,1,798,797,50.00
1763720592,1,801,800,50.00
1763720622,1,804,803,50.00
1763720652,1,807,806,50.00
1763720682,1,810,809,50.00
1763720712,1,813,812,50.00
1763720742,1,816,815,50.00
1763720772,1,819,818,50.00
1763720802,1,822,821,50.00
1763720832,1,825,824,50.00
1763720862,1,828,827,50.00
1763720892,1,831,830,50.00
1763720922,1,834,833,50.00
1763720952,1,837,836,50.00
1763720982,1,840,839,50.00
1763721012,1,843,842,50.00
1763721042,1,846,845,50.00
1763721072,1,849,848,50.00
1763721102,1,852,851,50.00
1763721132,1,855,854,50.00
1763721162,1,857,856,50.00
1763721192,1,861,860,50.00
1763721222,1,864,863,50.00
1763721252,1,867,866,50.00
1763721282,1,870,869,50.00
1763721312,1,873,872,50.00
1763721342,1,876,875,50.00
1763721372,1,879,878,50.00
1763721402,1,882,881,50.00
1763721432,1,885,884,50.00
1763721462,1,888,887,50.00
1763721492,1,891,890,50.00
1763721522,1,894,893,50.00
1763721552,1,897,896,50.00
1763721582,1,900,899,50.00
1763721612,1,903,902,50.00
1763721642,1,905,904,50.00
1763721672,1,909,908,50.00
1763721702,1,912,911,50.00
1763721732,1,915,914,50.00
1763721762,1,918,917,50.00
1763721792,1,921,920,50.00
1763721822,1,924,923,50.00
1763721852,1,927,926,50.00
1763721882,1,930,929,50.00
1763721912,1,933,932,50.00
1763721942,1,936,935,50.00
1763721972,1,939,938,50.00
1763722002,1,942,941,50.00
1763722032,1,944,943,50.00
1763722062,1,948,947,50.00
1763722092,1,951,950,50.00
1763722122,1,954,953,50.00
1763722152,1,956,955,50.00
1763722182,1,960,959,50.00
1763722212,1,962,961,50.00
1763722242,1,965,964,50.00
1763722272,1,968,967,50.00
1763722302,1,971,970,50.00
1763722332,1,974,973,50.00
1763722362,1,978,977,50.00
1763722392,1,981,980,50.00
1763722422,1,984,983,50.00
1763722452,1,987,986,50.00
1763722482,1,990,989,50.00
1763722512,1,993,992,50.00
1763722542,1,996,995,50.00
1763722572,1,999,998,50.00
1763722602,1,1002,1001,50.00
1763722632,1,1005,1004,50.00
1763722662,1,1008,1007,50.00
1763722692,1,1011,1010,50.00
1763722722,1,1014,1013,50.00
1763722752,1,1017,1016,50.00
1763722782,1,1020,1019,50.00
1763722812,1,1023,1022,50.00
1763722842,1,1026,1025,50.00
1763722872,1,1028,1027,50.00
1763722902,1,1032,1031,50.00
1763722932,1,1035,1034,50.00
1763722962,1,1038,1037,50.00
1763722992,1,1041,1040,50.00
1763723022,1,1044,1043,50.00
1763723052,1,1047,1046,50.00
1763723082,1,1050,1049,50.00
1763723112,1,1053,1052,50.00
1763723142,1,1056,1055,50.00
1763723172,1,1058,1057,50.00
1763723202,1,1062,1061,50.00
1763723232,1,1065,1064,50.00
1763723262,1,1068,1067,50.00
1763723292,1,1071,1070,50.00
1763723322,1,1074,1073,50.00
1763723352,1,1077,1076,50.00
1763723382,1,1080,1079,50.00
1763723412,1,1082,1081,50.00
1763723442,1,1086,1085,50.00
1763723472,1,1089,1088,50.00
1763723502,1,1092,1091,50.00
1763723532,1,1095,1094,50.00
1763723562,1,1098,1097,50.00
1763723592,1,1100,1099,50.00
1763723622,1,1104,1103,50.00
1763723652,1,1107,1106,50.00
1763723682,1,1110,1109,50.00
1763723712,1,1113,1112,50.00
1763723742,1,1116,1115,50.00
1763723772,1,1119,1118,50.00
1763723802,1,1122,1121,50.00
1763723832,1,1125,1124,50.00
1763723862,1,1128,1127,50.00
1763723892,1,1131,1130,50.00
1763723922,1,1134,1133,50.00
1763723952,1,1137,1136,50.00
1763723982,1,1140,1139,50.00
1763724012,1,1143,1142,50.00
1763724042,1,1146,1145,50.00
1763724072,1,1149,1148,50.00
1763724102,1,1151,1150,50.00
1763724132,1,1154,1153,50.00
1763724162,1,1158,1157,50.00
1763724192,1,1161,1160,50.00
1763724222,1,1164,1163,50.00
1763724252,1,1167,1166,50.00
1763724282,1,1170,1169,50.00
1763724312,1,1173,1172,50.00
1763724342,1,1176,1175,50.00
1763724372,1,1179,1178,50.00
1763724402,1,1182,1181,50.00
1763724432,1,1185,1184,50.00
1763724462,1,1187,1186,50.00
1763724492,1,1191,1190,50.00
1763724522,1,1194,1193,50.00
1763724552,1,1197,1196,50.00
1763724582,1,1199,1198,50.00
1763724612,1,1203,1202,50.00
1763724642,1,1206,1205,50.00
1763724672,1,1209,1208,50.00
1763724702,1,1211,1210,50.00
1763724732,1,1215,1214,50.00
1763724762,1,1218,1217,50.00
1763724792,1,1221,1220,50.00
1763724822,1,1223,1222,50.00
1763724852,1,1227,1226,50.00
1763724882,1,1230,1229,50.00
1763724912,1,1233,1232,50.00
1763724942,1,1236,1235,50.00
1763724972,1,1239,1238,50.00
1763725002,1,1242,1241,50.00
1763725032,1,1245,1244,50.00
1763725062,1,1248,1247,50.00
1763725092,1,1251,1250,50.00
1763725122,1,1254,1253,50.00
