timestamp,nodes,messages,lookups,avg_lookup_ms
1763753988,1,2,1,50.00
1763754018,1,5,4,50.00
1763754048,1,8,7,50.00
1763754078,1,11,10,50.00
1763754079,1,12,11,50.00
1763754079,1,12,11,0.00
